ts,x,y,z
1700252248139,0.145509,0.120415315,0.1412653
1700252248172,0.14445728,0.11380966,0.12979868
1700252248205,0.14992751,0.11019497,0.1256976
1700252248256,0.15323028,0.10725583,0.12213276
1700252248277,0.15725967,0.10722398,0.12145558
1700252248319,0.16011222,0.108984314,0.12266491
1700252248343,0.16192226,0.11176205,0.12017404
1700252248366,0.1640435,0.11599036,0.12162534
1700252248407,0.16613169,0.12179416,0.12378737
1700252248434,0.16668506,0.12924519,0.12649705
1700252248469,0.16684355,0.13796015,0.12847844
1700252248502,0.16635491,0.14794303,0.13173786
1700252248537,0.16725731,0.15956733,0.13543658
1700252248578,0.16662371,0.17409363,0.1415987
1700252248603,0.16918431,0.18867813,0.14809348
1700252248636,0.17289123,0.20347801,0.15581284
1700252248674,0.17440534,0.2194602,0.166082
1700252248704,0.17944992,0.23444088,0.17372133
1700252248741,0.18406107,0.24867319,0.18071066
1700252248774,0.18878853,0.26325825,0.18436143
1700252248803,0.1944076,0.27632278,0.19234774
1700252248838,0.19991079,0.2895779,0.20026842
1700252248875,0.20342381,0.30247036,0.20995629
1700252248903,0.20819077,0.31441838,0.21646068
1700252248938,0.2143877,0.32596365,0.22241572
1700252248977,0.22089921,0.337242,0.23186038
1700252249002,0.23294745,0.34688094,0.23952337
1700252249034,0.2487206,0.35493124,0.25041938
1700252249072,0.2633117,0.362911,0.25850105
1700252249102,0.27782983,0.37030008,0.26862884
1700252249137,0.29069346,0.3777279,0.27849305
1700252249173,0.3025768,0.3834188,0.28653052
1700252249203,0.31461278,0.38956335,0.2976066
1700252249239,0.32692114,0.39469084,0.30921346
1700252249276,0.33943754,0.39697042,0.32091877
1700252249296,0.35166824,0.3986248,0.33054337
1700252249335,0.36653763,0.40060478,0.34140506
1700252249376,0.38022384,0.402005,0.35769486
1700252249393,0.39757875,0.40290675,0.37032348
1700252249430,0.41767213,0.40329567,0.3839338
1700252249487,0.43801332,0.40395617,0.40184703
1700252249509,0.46061307,0.4052989,0.4156508
1700252249532,0.4837675,0.4075255,0.4291898
1700252249570,0.50614274,0.41110492,0.4444337
1700252249604,0.52959126,0.41526806,0.45619425
1700252249637,0.5530263,0.41974306,0.46682686
1700252249675,0.5769946,0.42490783,0.47498387
1700252249704,0.5998574,0.42947376,0.48532832
1700252249739,0.62197983,0.43446684,0.49550083
1700252249775,0.6434571,0.44119,0.5028161
1700252249803,0.6635024,0.44711784,0.51096016
1700252249838,0.6837774,0.45286363,0.51793283
1700252249873,0.7039453,0.4582641,0.52457607
1700252249901,0.72551805,0.46253794,0.5322701
1700252249937,0.74735904,0.4649996,0.5384713
1700252249978,0.7707828,0.4670096,0.54621965
1700252250004,0.79181945,0.4679819,0.5488227
1700252250039,0.8117843,0.46879262,0.54992914
1700252250077,0.8311181,0.4692822,0.54948467
1700252250105,0.85104096,0.46861348,0.54842705
1700252250138,0.8725263,0.466302,0.5452896
1700252250171,0.89585286,0.4639754,0.5417575
1700252250206,0.9182806,0.46129695,0.53698903
1700252250239,0.94106835,0.45811018,0.53231263
1700252250272,0.9663902,0.45589444,0.5274527
1700252250305,0.9922903,0.4543103,0.5206809
1700252250338,1.0188133,0.45347401,0.51385516
1700252250365,1.0450709,0.45369294,0.50628275
1700252250402,1.0710592,0.45469713,0.4973023
1700252250430,1.09689,0.456613,0.487781
1700252250466,1.12163,0.45890674,0.4766401
1700252250511,1.1476645,0.4618406,0.46736294
1700252250528,1.1723684,0.4654545,0.45896518
1700252250560,1.1964684,0.46824282,0.4525045
1700252250604,1.219976,0.47038925,0.44633654
1700252250638,1.2434794,0.47141954,0.43920198
1700252250676,1.2684395,0.4716947,0.4330853
1700252250704,1.2940042,0.47023714,0.42532757
1700252250738,1.3206489,0.46742094,0.41710186
1700252250776,1.3464532,0.46357986,0.40719628
1700252250804,1.3722891,0.45882213,0.39744225
1700252250841,1.3979053,0.45320064,0.38732535
1700252250876,1.4232532,0.4467732,0.37565896
1700252250905,1.4499277,0.43984902,0.36595878
1700252250941,1.4773241,0.43302938,0.35641426
1700252250981,1.5040587,0.42762852,0.34673145
1700252251003,1.5307146,0.42306256,0.33552253
1700252251043,1.5579009,0.41931033,0.32354242
1700252251076,1.5839851,0.41644812,0.3104617
1700252251103,1.6118383,0.41403353,0.29782516
1700252251136,1.6396848,0.4124053,0.284066
1700252251171,1.6664221,0.41176778,0.2696498
1700252251204,1.6928872,0.41101822,0.25492454
1700252251240,1.7182267,0.4102038,0.2401641
1700252251276,1.743163,0.40904012,0.2250081
1700252251306,1.7672644,0.40825203,0.21030833
1700252251341,1.7916054,0.40680817,0.195486
1700252251374,1.8177708,0.40415537,0.18028213
1700252251409,1.8424429,0.40127093,0.16539302
1700252251436,1.8672414,0.39777467,0.15069501
1700252251484,1.8903674,0.39356202,0.13630371
1700252251513,1.9153432,0.38915423,0.1209023
1700252251535,1.9401114,0.38502103,0.10495273
1700252251598,1.9876084,0.3785522,0.07310217
1700252251631,2.012421,0.37551484,0.05746033
1700252251660,2.0369601,0.37278175,0.042576026
1700252251694,2.0603106,0.37104505,0.02843244
1700252251737,2.0826385,0.36953408,0.015099652
1700252251772,2.1052098,0.367802,0.0030397205
1700252251805,2.1288042,0.36455664,-0.008486802
1700252251842,2.1525881,0.36060268,-0.019571505
1700252251871,2.180929,0.35521296,-0.028761953
1700252251908,2.2046716,0.35040382,-0.03715492
1700252251938,2.2282648,0.34413218,-0.044890344
1700252251971,2.251198,0.336629,-0.052383117
1700252252006,2.273588,0.3262727,-0.05943466
1700252252039,2.2953165,0.31302541,-0.066018835
1700252252073,2.3171444,0.29730213,-0.07218315
1700252252105,2.3381436,0.27856165,-0.07656225
1700252252141,2.3567634,0.2577255,-0.08084572
1700252252173,2.3713448,0.2360635,-0.08698433
1700252252205,2.384669,0.21437088,-0.09672453
1700252252240,2.3956504,0.1923259,-0.107294396
