ts,x,y,z
1700251931150,-0.15584144,0.11076495,0.10235485
1700251931182,-0.16906339,0.11346976,0.10520246
1700251931213,-0.18192907,0.1163816,0.10844634
1700251931251,-0.19557753,0.1198069,0.1103036
1700251931281,-0.20666325,0.12289363,0.11441419
1700251931316,-0.2163947,0.12525937,0.119114704
1700251931352,-0.22686438,0.12697637,0.12124305
1700251931381,-0.23633754,0.12860776,0.12489354
1700251931415,-0.24662796,0.13036475,0.1280537
1700251931451,-0.25941497,0.1333015,0.12936862
1700251931480,-0.2709384,0.13548571,0.13322498
1700251931519,-0.28240573,0.1382732,0.13838027
1700251931553,-0.2954972,0.14055352,0.14242916
1700251931579,-0.30761456,0.14344518,0.14840706
1700251931615,-0.32204285,0.14657797,0.1528429
1700251931648,-0.33586767,0.14936243,0.1576219
1700251931682,-0.35103393,0.1518689,0.16189018
1700251931715,-0.3672302,0.15411697,0.16582522
1700251931748,-0.38584435,0.15620896,0.16845255
1700251931785,-0.4030989,0.15782498,0.17299171
1700251931828,-0.42222416,0.15808521,0.17606229
1700251931845,-0.43708277,0.15751989,0.17932822
1700251931881,-0.45394498,0.15635699,0.18234241
1700251931907,-0.47056007,0.15492071,0.18481155
1700251931954,-0.48837408,0.15229525,0.18494718
1700251931976,-0.5049442,0.15083885,0.18652187
1700251931998,-0.521415,0.14940368,0.18745984
1700251932048,-0.53880906,0.14285834,0.18174358
1700251932079,-0.554979,0.14200859,0.18231505
1700251932117,-0.5708672,0.14154422,0.18284214
1700251932153,-0.58685726,0.13923895,0.18082036
1700251932181,-0.6024273,0.13906682,0.1815032
1700251932216,-0.6176773,0.13852718,0.18184939
1700251932253,-0.63235015,0.13840967,0.18385918
1700251932281,-0.64769286,0.13770066,0.18350136
1700251932319,-0.6636381,0.13704856,0.18262286
1700251932353,-0.6786048,0.13623662,0.1797219
1700251932383,-0.6950233,0.13561824,0.17912512
1700251932418,-0.7112796,0.13470195,0.17879681
1700251932453,-0.72677034,0.13283634,0.1742907
1700251932483,-0.7437563,0.13091773,0.17212115
1700251932515,-0.76157504,0.12862751,0.1688469
1700251932551,-0.78142166,0.12716228,0.16552664
1700251932581,-0.8009165,0.12513293,0.16058762
1700251932616,-0.8209633,0.12434117,0.1562181
1700251932654,-0.8417055,0.12518905,0.15257014
1700251932684,-0.8627297,0.12807253,0.15092763
1700251932716,-0.8842328,0.13246404,0.15010698
1700251932753,-0.9050298,0.13915747,0.15087306
1700251932781,-0.92524046,0.14612187,0.15265982
1700251932817,-0.9449462,0.15548919,0.15620035
1700251932856,-0.96485966,0.16628784,0.16089965
1700251932884,-0.98378617,0.17874369,0.16719486
1700251932949,-1.0194567,0.20601988,0.1844027
1700251932973,-1.0360483,0.22229658,0.19753182
1700251933014,-1.0524671,0.23942712,0.21223947
1700251933059,-1.0659877,0.25774667,0.22733302
1700251933072,-1.0821215,0.27663696,0.24483904
1700251933114,-1.0977428,0.29583833,0.2637662
1700251933151,-1.1113839,0.3145435,0.28210613
1700251933181,-1.1267473,0.3330177,0.30109176
1700251933219,-1.1423721,0.3514277,0.319897
1700251933254,-1.157368,0.36974797,0.3377267
1700251933283,-1.1735715,0.38691008,0.35515004
1700251933316,-1.1900167,0.403433,0.37172374
1700251933355,-1.2067438,0.4189719,0.3877524
1700251933383,-1.22463,0.431898,0.40244874
1700251933417,-1.2427742,0.44303006,0.4160642
1700251933454,-1.2651953,0.45267004,0.42711014
1700251933482,-1.2830561,0.46204507,0.43912202
1700251933517,-1.2999293,0.4707565,0.44999537
1700251933551,-1.3233604,0.4777837,0.45758918
1700251933583,-1.3396418,0.48387447,0.46519297
1700251933616,-1.3554935,0.48846415,0.47075072
1700251933655,-1.392648,0.4873302,0.47073174
1700251933683,-1.409377,0.48998937,0.47395885
1700251933718,-1.4267662,0.49179065,0.4763396
1700251933753,-1.454474,0.48888272,0.4746438
1700251933783,-1.4730915,0.48925367,0.47518343
1700251933820,-1.4915044,0.48925972,0.47502288
1700251933852,-1.518635,0.48793554,0.47459507
1700251933882,-1.537337,0.48769736,0.47306472
1700251933915,-1.5560397,0.48739392,0.47077048
1700251933966,-1.5788069,0.49039057,0.4712067
1700251933981,-1.5982777,0.49154085,0.46815804
1700251934034,-1.6201828,0.48807108,0.462602
1700251934053,-1.64193,0.4885003,0.45897755
1700251934076,-1.6637336,0.4890347,0.4554436
1700251934117,-1.6854937,0.48914728,0.4519048
1700251934144,-1.709058,0.4878014,0.44909087
1700251934185,-1.7298846,0.4870078,0.4467395
1700251934216,-1.7502431,0.485614,0.44512615
1700251934253,-1.7711112,0.48528802,0.44450545
1700251934285,-1.7909894,0.48278698,0.44354117
1700251934316,-1.8115443,0.47985062,0.4431411
